Wall time,Step,Value
1663992697.2105618,1,0.5885784029960632
1663994024.5355911,2,0.6481669545173645
1663995355.9551644,3,0.6979553699493408
1663996683.2853708,4,0.6270837783813477
1663998010.7738755,5,0.6859406232833862
1663999339.726952,6,0.7343646883964539
1664000668.6324854,7,0.7237184643745422
1664001995.1027155,8,0.7344001531600952
1664003323.4203377,9,0.7402088046073914
1664004647.5458422,10,0.741068959236145
1664005973.2020595,11,0.7584080696105957
1664007300.67872,12,0.7593972682952881
1664008628.8276463,13,0.7643990516662598
1664009955.9458518,14,0.7754805088043213
1664011286.2047212,15,0.7739425897598267
1664012614.9555397,16,0.7776085138320923
1664013943.4751914,17,0.7802621126174927
1664015272.311421,18,0.782731831073761
1664016601.657615,19,0.7755616307258606
1664017928.8109467,20,0.7829018831253052
1664019258.5137758,21,0.7857837677001953
1664020592.295532,22,0.7846755981445312
1664021925.7245023,23,0.7822560667991638
1664023254.187915,24,0.7828954458236694
1664024591.6048193,25,0.782903254032135
1664025921.2318876,26,0.7850688695907593
1664027248.2507594,27,0.7840479016304016
1664028578.5925298,28,0.7853564620018005
1664029910.386544,29,0.7847978472709656
1664031242.094246,30,0.7838541269302368
